TYPE,IDENTIFIER,GRAMMAR_PATTERN,WORD,SWUM_TAG,POSSE_TAG,STANFORD_TAG,FLAIR_TAG,POSITION,MAXPOSITION,NORMALIZED_POSITION,CONTEXT,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE,ID
PFNGLRENDERMODEPROC,glew Render Mode,PRE NM N,glew,NM,N,N,NM,0,3,0,1,PRE,{'jenkins.srcml.xml_identifiers'},82,199
PFNGLRENDERMODEPROC,glew Render Mode,PRE NM N,Render,NM,N,VBP,N,1,3,1,1,NM,{'jenkins.srcml.xml_identifiers'},82,200
PFNGLRENDERMODEPROC,glew Render Mode,PRE NM N,Mode,N,N,N,N,2,3,2,1,N,{'jenkins.srcml.xml_identifiers'},82,201
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,PRE V NM N,glew,NM,N,N,NM,0,4,0,1,PRE,{'QuantLib.srcml.xml_identifiers'},83,202
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,PRE V NM N,Validate,NM,N,N,N,1,4,1,1,V,{'QuantLib.srcml.xml_identifiers'},83,203
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,PRE V NM N,Program,NM,N,N,N,2,4,1,1,NM,{'QuantLib.srcml.xml_identifiers'},83,204
PFNGLVALIDATEPROGRAMPIPELINEPROC,glew Validate Program Pipeline,PRE V NM N,Pipeline,N,N,N,N,3,4,2,1,N,{'QuantLib.srcml.xml_identifiers'},83,205
QList,group Boxes,NM NPL,group,NM,N,N,N,0,2,0,1,NM,{'ogre.srcml.xml_identifiers'},84,206
QList,group Boxes,NM NPL,Boxes,N,N,NPL,NPL,1,2,2,1,NPL,{'ogre.srcml.xml_identifiers'},84,207
void,H Wnd,N NM,H,NM,N,N,N,0,2,0,1,N,{'corenlp.srcml.xml_identifiers'},85,208
void,H Wnd,N NM,Wnd,N,N,N,N,1,2,2,1,NM,{'corenlp.srcml.xml_identifiers'},85,209
DenseSet,handled Boxes,NM NPL,handled,NM,NM,VBN,VBN,0,2,0,1,NM,{'antlr4.srcml.xml_identifiers'},86,210
DenseSet,handled Boxes,NM NPL,Boxes,N,N,NPL,NPL,1,2,2,1,NPL,{'antlr4.srcml.xml_identifiers'},86,211
gint,height int,NM N,height,NM,N,N,N,0,2,0,1,NM,{'QuantLib.srcml.xml_identifiers'},87,212
gint,height int,NM N,int,N,N,N,N,1,2,2,1,N,{'QuantLib.srcml.xml_identifiers'},87,213
QAction,history Action,NM N,history,NM,N,N,N,0,2,0,1,NM,{'antlr4.srcml.xml_identifiers'},88,214
QAction,history Action,NM N,Action,N,N,N,N,1,2,2,1,N,{'antlr4.srcml.xml_identifiers'},88,215
int,ID LUMNINANCE MIN,NM NM N,ID,NM,N,N,N,0,3,0,1,NM,{'openFrameworks.srcml.xml_identifiers'},89,216
int,ID LUMNINANCE MIN,NM NM N,LUMNINANCE,NM,N,N,N,1,3,1,1,NM,{'openFrameworks.srcml.xml_identifiers'},89,217
int,ID LUMNINANCE MIN,NM NM N,MIN,N,N,N,N,2,3,2,1,N,{'openFrameworks.srcml.xml_identifiers'},89,218
long,idle Delay,NM N,idle,NM,NM,NM,NM,0,2,0,1,NM,{'gimp.srcml.xml_identifiers'},90,219
long,idle Delay,NM N,Delay,N,N,N,N,1,2,2,1,N,{'gimp.srcml.xml_identifiers'},90,220
vector,im out shape,NM NM N,im,NM,FAILURE,N,V,0,3,0,1,NM,{'ogre.srcml.xml_identifiers'},91,221
vector,im out shape,NM NM N,out,NM,FAILURE,P,VM,1,3,1,1,NM,{'ogre.srcml.xml_identifiers'},91,222
vector,im out shape,NM NM N,shape,N,FAILURE,N,N,2,3,2,1,N,{'ogre.srcml.xml_identifiers'},91,223
stbi_uc,img buffer original,NM N NM,img,NM,N,N,N,0,3,0,1,NM,{'jenkins.srcml.xml_identifiers'},92,224
stbi_uc,img buffer original,NM N NM,buffer,NM,N,N,N,1,3,1,1,N,{'jenkins.srcml.xml_identifiers'},92,225
stbi_uc,img buffer original,NM N NM,original,N,N,N,NM,2,3,2,1,NM,{'jenkins.srcml.xml_identifiers'},92,226
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,P N NM NM N,in,NM,P,P,P,0,5,0,1,P,{'bullet3.srcml.xml_identifiers'},93,227
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,P N NM NM N,Order,NM,N,N,N,1,5,1,1,N,{'bullet3.srcml.xml_identifiers'},93,228
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,P N NM NM N,Wrapped,NM,NM,VBD,VBN,2,5,1,1,NM,{'bullet3.srcml.xml_identifiers'},93,229
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,P N NM NM N,Verification,NM,N,N,N,3,5,1,1,NM,{'bullet3.srcml.xml_identifiers'},93,230
VerificationMode inOrderWrappedVerificationMode,in Order Wrapped Verification Mode,P N NM NM N,Mode,N,N,N,N,4,5,2,1,N,{'bullet3.srcml.xml_identifiers'},93,231
IndexData,index Data,NM NPL,index,NM,N,N,N,0,2,0,1,NM,{'gimp.srcml.xml_identifiers'},94,232
IndexData,index Data,NM NPL,Data,N,N,NPL,NPL,1,2,2,1,NPL,{'gimp.srcml.xml_identifiers'},94,233
String,INDEX PREFIX WITH TEMPLATE,NM N P N,INDEX,NM,V,N,N,0,4,0,1,NM,{'jenkins.srcml.xml_identifiers'},95,234
String,INDEX PREFIX WITH TEMPLATE,NM N P N,PREFIX,NM,N,N,N,1,4,1,1,N,{'jenkins.srcml.xml_identifiers'},95,235
String,INDEX PREFIX WITH TEMPLATE,NM N P N,WITH,NM,P,P,P,2,4,1,1,P,{'jenkins.srcml.xml_identifiers'},95,236
String,INDEX PREFIX WITH TEMPLATE,NM N P N,TEMPLATE,N,N,N,N,3,4,2,1,N,{'jenkins.srcml.xml_identifiers'},95,237
int,index To Loc Format,N P NM N,index,NM,V,N,N,0,4,0,1,N,{'calligra.srcml.xml_identifiers'},96,238
int,index To Loc Format,N P NM N,To,NM,P,P,P,1,4,1,1,P,{'calligra.srcml.xml_identifiers'},96,239
int,index To Loc Format,N P NM N,Loc,NM,N,N,N,2,4,1,1,NM,{'calligra.srcml.xml_identifiers'},96,240
int,index To Loc Format,N P NM N,Format,N,N,N,N,3,4,2,1,N,{'calligra.srcml.xml_identifiers'},96,241
InetSocketAddress,inet Socket Address,NM NM N,inet,NM,N,N,N,0,3,0,1,NM,{'corenlp.srcml.xml_identifiers'},97,242
InetSocketAddress,inet Socket Address,NM NM N,Socket,NM,N,N,N,1,3,1,1,NM,{'corenlp.srcml.xml_identifiers'},97,243
InetSocketAddress,inet Socket Address,NM NM N,Address,N,N,N,N,2,3,2,1,N,{'corenlp.srcml.xml_identifiers'},97,244
Throwable,INITIALIZATION ERROR,NM N,INITIALIZATION,NM,N,N,N,0,2,0,1,NM,{'grpc.srcml.xml_identifiers'},98,245
Throwable,INITIALIZATION ERROR,NM N,ERROR,N,N,N,N,1,2,2,1,N,{'grpc.srcml.xml_identifiers'},98,246
float,inner Alpha,NM N,inner,NM,NM,N,NM,0,2,0,1,NM,{'opencv.srcml.xml_identifiers'},99,247
float,inner Alpha,NM N,Alpha,N,N,N,N,1,2,2,1,N,{'opencv.srcml.xml_identifiers'},99,248
Interval,INVALID,NM,INVALID,N,N,NM,NM,0,1,0,1,NM,{'bullet3.srcml.xml_identifiers'},100,249
String,INVALID HOST,NM N,INVALID,NM,NM,NM,NM,0,2,0,1,NM,{'Telegram.srcml.xml_identifiers'},101,250
String,INVALID HOST,NM N,HOST,N,N,N,N,1,2,2,1,N,{'Telegram.srcml.xml_identifiers'},101,251
int,INVALID STATE NUMBER,NM NM N,INVALID,NM,NM,NM,NM,0,3,0,1,NM,{'grpc.srcml.xml_identifiers'},102,252
int,INVALID STATE NUMBER,NM NM N,STATE,NM,N,N,N,1,3,1,1,NM,{'grpc.srcml.xml_identifiers'},102,253
int,INVALID STATE NUMBER,NM NM N,NUMBER,N,N,N,N,2,3,2,1,N,{'grpc.srcml.xml_identifiers'},102,254
bool,Invert Success,V N,Invert,NM,V,N,NM,0,2,0,1,V,{'Telegram.srcml.xml_identifiers'},103,255
bool,Invert Success,V N,Success,N,N,N,N,1,2,2,1,N,{'Telegram.srcml.xml_identifiers'},103,256
BitVector,Is Bridged Argument,V NM N,Is,NM,N,VBZ,VBZ,0,3,0,1,V,{'QuantLib.srcml.xml_identifiers'},104,257
BitVector,Is Bridged Argument,V NM N,Bridged,NM,N,VBN,VBN,1,3,1,1,NM,{'QuantLib.srcml.xml_identifiers'},104,258
BitVector,Is Bridged Argument,V NM N,Argument,N,N,N,N,2,3,2,1,N,{'QuantLib.srcml.xml_identifiers'},104,259
ScorePhraseMeasures,IS FIRST CAPITAL,V NM N,IS,NM,N,VBZ,VBZ,0,3,0,1,V,{'junit4.srcml.xml_identifiers'},105,260
ScorePhraseMeasures,IS FIRST CAPITAL,V NM N,FIRST,NM,NM,NM,NM,1,3,1,1,NM,{'junit4.srcml.xml_identifiers'},105,261
ScorePhraseMeasures,IS FIRST CAPITAL,V NM N,CAPITAL,N,N,N,N,2,3,2,1,N,{'junit4.srcml.xml_identifiers'},105,262
boolean,is First Frame,V NM N,is,NM,V,VBZ,VBZ,0,3,0,1,V,{'kdevelop.srcml.xml_identifiers'},106,263
boolean,is First Frame,V NM N,First,NM,NM,NM,NM,1,3,1,1,NM,{'kdevelop.srcml.xml_identifiers'},106,264
boolean,is First Frame,V NM N,Frame,N,N,N,N,2,3,2,1,N,{'kdevelop.srcml.xml_identifiers'},106,265
bool,Is Indirect Result,V NM N,Is,NM,V,VBZ,VBZ,0,3,0,1,V,{'QuantLib.srcml.xml_identifiers'},107,266
bool,Is Indirect Result,V NM N,Indirect,NM,NM,NM,NM,1,3,1,1,NM,{'QuantLib.srcml.xml_identifiers'},107,267
bool,Is Indirect Result,V NM N,Result,N,N,N,N,2,3,2,1,N,{'QuantLib.srcml.xml_identifiers'},107,268
int,is partial,V N,is,NM,N,VBZ,VBZ,0,2,0,1,V,{'gimp.srcml.xml_identifiers'},108,269
int,is partial,V N,partial,N,N,NM,NM,1,2,2,1,N,{'gimp.srcml.xml_identifiers'},108,270
bool,Is Return Bridged,V N NM,Is,NM,V,VBZ,VBZ,0,3,0,1,V,{'corenlp.srcml.xml_identifiers'},109,271
bool,Is Return Bridged,V N NM,Return,NM,N,N,N,1,3,1,1,N,{'corenlp.srcml.xml_identifiers'},109,272
bool,Is Return Bridged,V N NM,Bridged,N,V,VBN,VBN,2,3,2,1,NM,{'corenlp.srcml.xml_identifiers'},109,273
bool,keep Aspect,V N,keep,NM,V,V,V,0,2,0,1,V,{'corenlp.srcml.xml_identifiers'},110,274
bool,keep Aspect,V N,Aspect,N,N,N,N,1,2,2,1,N,{'corenlp.srcml.xml_identifiers'},110,275
Setting,KEY PASSWORD PROFILES,NM NM NPL,KEY,NM,NM,NM,NM,0,3,0,1,NM,{'irrlicht.srcml.xml_identifiers'},111,276
Setting,KEY PASSWORD PROFILES,NM NM NPL,PASSWORD,NM,N,N,N,1,3,1,1,NM,{'irrlicht.srcml.xml_identifiers'},111,277
Setting,KEY PASSWORD PROFILES,NM NM NPL,PROFILES,N,N,NPL,NPL,2,3,2,1,NPL,{'irrlicht.srcml.xml_identifiers'},111,278
Keysym,key sym,NM N,key,NM,NM,NM,NM,0,2,0,1,NM,{'gimp.srcml.xml_identifiers'},112,279
Keysym,key sym,NM N,sym,N,N,N,N,1,2,2,1,N,{'gimp.srcml.xml_identifiers'},112,280
Pattern,label Regex,NM N,label,NM,N,N,N,0,2,0,1,NM,{'junit4.srcml.xml_identifiers'},113,281
Pattern,label Regex,NM N,Regex,N,N,N,N,1,2,2,1,N,{'junit4.srcml.xml_identifiers'},113,282
HashMap,language To Rules Files,N P NM NPL,language,NM,FAILURE,N,N,0,4,0,1,N,{'swift.srcml.xml_identifiers'},114,283
HashMap,language To Rules Files,N P NM NPL,To,NM,FAILURE,P,P,1,4,1,1,P,{'swift.srcml.xml_identifiers'},114,284
HashMap,language To Rules Files,N P NM NPL,Rules,NM,FAILURE,NPL,NPL,2,4,1,1,NM,{'swift.srcml.xml_identifiers'},114,285
HashMap,language To Rules Files,N P NM NPL,Files,N,FAILURE,NPL,NPL,3,4,2,1,NPL,{'swift.srcml.xml_identifiers'},114,286
Size,last Saved Step,NM NM N,last,DT,NM,VM,NM,0,3,0,1,NM,{'gimp.srcml.xml_identifiers'},115,287
Size,last Saved Step,NM NM N,Saved,NM,NM,VBN,VBD,1,3,1,1,NM,{'gimp.srcml.xml_identifiers'},115,288
Size,last Saved Step,NM NM N,Step,N,N,N,N,2,3,2,1,N,{'gimp.srcml.xml_identifiers'},115,289
String,LATENCY ARG,NM N,LATENCY,NM,N,N,N,0,2,0,1,NM,{'junit4.srcml.xml_identifiers'},116,290
String,LATENCY ARG,NM N,ARG,N,N,N,N,1,2,2,1,N,{'junit4.srcml.xml_identifiers'},116,291
GeglNode,layer mask source node,NM NM NM N,layer,NM,N,N,N,0,4,0,1,NM,{'swift.srcml.xml_identifiers'},117,292
GeglNode,layer mask source node,NM NM NM N,mask,NM,N,N,N,1,4,1,1,NM,{'swift.srcml.xml_identifiers'},117,293
GeglNode,layer mask source node,NM NM NM N,source,NM,N,N,N,2,4,1,1,NM,{'swift.srcml.xml_identifiers'},117,294
GeglNode,layer mask source node,NM NM NM N,node,N,N,N,N,3,4,2,1,N,{'swift.srcml.xml_identifiers'},117,295
c8[],Link Name,NM N,Link,NM,N,N,N,0,2,0,1,NM,{'mockito.srcml.xml_identifiers'},118,296
c8[],Link Name,NM N,Name,N,N,N,N,1,2,2,1,N,{'mockito.srcml.xml_identifiers'},118,297
vector,locations,NPL,locations,N,N,NPL,NPL,0,1,0,1,NPL,{'calligra.srcml.xml_identifiers'},119,298
VcsAnnotation,m annotation,PRE N,m,NM,NM,N,N,0,2,0,1,PRE,{'QuantLib.srcml.xml_identifiers'},120,299
VcsAnnotation,m annotation,PRE N,annotation,N,N,N,N,1,2,2,1,N,{'QuantLib.srcml.xml_identifiers'},120,300
b3Scalar,m contact Motion 1,PRE NM N D,m,NM,NM,N,N,0,4,0,1,PRE,{'okhttp.srcml.xml_identifiers'},121,301
b3Scalar,m contact Motion 1,PRE NM N D,contact,NM,N,N,N,1,4,1,1,NM,{'okhttp.srcml.xml_identifiers'},121,302
b3Scalar,m contact Motion 1,PRE NM N D,Motion,NM,N,N,N,2,4,1,1,N,{'okhttp.srcml.xml_identifiers'},121,303
b3Scalar,m contact Motion 1,PRE NM N D,1,N,N,D,D,3,4,2,1,D,{'okhttp.srcml.xml_identifiers'},121,304
int,m count Activities,PRE NM NPL,m,NM,NM,N,N,0,3,0,1,PRE,{'irrlicht.srcml.xml_identifiers'},122,305
int,m count Activities,PRE NM NPL,count,NM,N,N,N,1,3,1,1,NM,{'irrlicht.srcml.xml_identifiers'},122,306
int,m count Activities,PRE NM NPL,Activities,N,N,NPL,NPL,2,3,2,1,NPL,{'irrlicht.srcml.xml_identifiers'},122,307
bool,m execute On Host,PRE V P N,m,NM,V,N,N,0,4,0,1,PRE,{'mockito.srcml.xml_identifiers'},123,308
bool,m execute On Host,PRE V P N,execute,NM,P,V,V,1,4,1,1,V,{'mockito.srcml.xml_identifiers'},123,309
bool,m execute On Host,PRE V P N,On,NM,N,P,P,2,4,1,1,P,{'mockito.srcml.xml_identifiers'},123,310
bool,m execute On Host,PRE V P N,Host,N,FAILURE,N,N,3,4,2,1,N,{'mockito.srcml.xml_identifiers'},123,311
int,m FBO Height,PRE NM N,m,NM,NM,N,N,0,3,0,1,PRE,{'junit4.srcml.xml_identifiers'},124,312
int,m FBO Height,PRE NM N,FBO,NM,N,N,N,1,3,1,1,NM,{'junit4.srcml.xml_identifiers'},124,313
int,m FBO Height,PRE NM N,Height,N,N,N,N,2,3,2,1,N,{'junit4.srcml.xml_identifiers'},124,314
uint8 mFirstRenderQueue,m First Render Queue,PRE NM NM N,m,NM,NM,N,N,0,4,0,1,PRE,{'blender.srcml.xml_identifiers'},125,315
uint8 mFirstRenderQueue,m First Render Queue,PRE NM NM N,First,NM,NM,VM,NM,1,4,1,1,NM,{'blender.srcml.xml_identifiers'},125,316
uint8 mFirstRenderQueue,m First Render Queue,PRE NM NM N,Render,NM,N,VBP,N,2,4,1,1,NM,{'blender.srcml.xml_identifiers'},125,317
uint8 mFirstRenderQueue,m First Render Queue,PRE NM NM N,Queue,N,N,N,N,3,4,2,1,N,{'blender.srcml.xml_identifiers'},125,318
b3OpenCLArray,m gpu Rays,PRE NM NPL,m,NM,NM,N,N,0,3,0,1,PRE,{'jenkins.srcml.xml_identifiers'},126,319
b3OpenCLArray,m gpu Rays,PRE NM NPL,gpu,NM,N,N,N,1,3,1,1,NM,{'jenkins.srcml.xml_identifiers'},126,320
b3OpenCLArray,m gpu Rays,PRE NM NPL,Rays,N,N,NPL,NPL,2,3,2,1,NPL,{'jenkins.srcml.xml_identifiers'},126,321
bool,m is indx present,PRE V NM N,m,NM,V,N,N,0,4,0,1,PRE,{'junit4.srcml.xml_identifiers'},127,322
bool,m is indx present,PRE V NM N,is,NM,N,VBZ,VBZ,1,4,1,1,V,{'junit4.srcml.xml_identifiers'},127,323
bool,m is indx present,PRE V NM N,indx,NM,N,VM,N,2,4,1,1,NM,{'junit4.srcml.xml_identifiers'},127,324
bool,m is indx present,PRE V NM N,present,N,FAILURE,NM,NM,3,4,2,1,N,{'junit4.srcml.xml_identifiers'},127,325
AtomicBoolean,m is Worker Done,PRE V N NM,m,NM,NM,N,N,0,4,0,1,PRE,{'QuantLib.srcml.xml_identifiers'},128,326
AtomicBoolean,m is Worker Done,PRE V N NM,is,NM,N,VBZ,VBZ,1,4,1,1,V,{'QuantLib.srcml.xml_identifiers'},128,327
AtomicBoolean,m is Worker Done,PRE V N NM,Worker,NM,N,N,N,2,4,1,1,N,{'QuantLib.srcml.xml_identifiers'},128,328
AtomicBoolean,m is Worker Done,PRE V N NM,Done,N,NM,VBN,VBN,3,4,2,1,NM,{'QuantLib.srcml.xml_identifiers'},128,329
Cursor,m last Changed Location,PRE NM NM N,m,NM,NM,N,N,0,4,0,1,PRE,{'ogre.srcml.xml_identifiers'},129,330
Cursor,m last Changed Location,PRE NM NM N,last,DT,NM,VM,VM,1,4,1,1,NM,{'ogre.srcml.xml_identifiers'},129,331
Cursor,m last Changed Location,PRE NM NM N,Changed,NM,NM,VBD,VBD,2,4,1,1,NM,{'ogre.srcml.xml_identifiers'},129,332
Cursor,m last Changed Location,PRE NM NM N,Location,N,N,N,N,3,4,2,1,N,{'ogre.srcml.xml_identifiers'},129,333
float,m Line Dash Offset,PRE NM NM N,m,NM,NM,N,N,0,4,0,1,PRE,{'corenlp.srcml.xml_identifiers'},130,334
float,m Line Dash Offset,PRE NM NM N,Line,NM,N,N,N,1,4,1,1,NM,{'corenlp.srcml.xml_identifiers'},130,335
float,m Line Dash Offset,PRE NM NM N,Dash,NM,N,N,N,2,4,1,1,NM,{'corenlp.srcml.xml_identifiers'},130,336
float,m Line Dash Offset,PRE NM NM N,Offset,N,N,VBN,N,3,4,2,1,N,{'corenlp.srcml.xml_identifiers'},130,337
int,m num Visual Shapes Copied,PRE NM NM NM N,m,NM,NM,N,N,0,5,0,1,PRE,{'kdevelop.srcml.xml_identifiers'},131,338
int,m num Visual Shapes Copied,PRE NM NM NM N,num,NM,N,N,N,1,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},131,339
int,m num Visual Shapes Copied,PRE NM NM NM N,Visual,NM,NM,NM,NM,2,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},131,340
int,m num Visual Shapes Copied,PRE NM NM NM N,Shapes,NM,N,NPL,NPL,3,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},131,341
int,m num Visual Shapes Copied,PRE NM NM NM N,Copied,N,V,VBN,VBN,4,5,2,1,N,{'kdevelop.srcml.xml_identifiers'},131,342
Mode,m paste Mode,PRE NM N,m,NM,NM,N,N,0,3,0,1,PRE,{'elasticsearch.srcml.xml_identifiers'},132,343
Mode,m paste Mode,PRE NM N,paste,NM,N,V,N,1,3,1,1,NM,{'elasticsearch.srcml.xml_identifiers'},132,344
Mode,m paste Mode,PRE NM N,Mode,N,N,N,N,2,3,2,1,N,{'elasticsearch.srcml.xml_identifiers'},132,345
char[],m post Fix,PRE NM N,m,NM,NM,N,N,0,3,0,1,PRE,{'calligra.srcml.xml_identifiers'},133,346
char[],m post Fix,PRE NM N,post,NM,N,N,N,1,3,1,1,NM,{'calligra.srcml.xml_identifiers'},133,347
char[],m post Fix,PRE NM N,Fix,N,N,N,N,2,3,2,1,N,{'calligra.srcml.xml_identifiers'},133,348
boolean,m Preview Started,PRE N NM,m,NM,NM,N,N,0,3,0,1,PRE,{'bullet3.srcml.xml_identifiers'},134,349
boolean,m Preview Started,PRE N NM,Preview,NM,N,N,N,1,3,1,1,N,{'bullet3.srcml.xml_identifiers'},134,350
boolean,m Preview Started,PRE N NM,Started,N,V,VBD,VBD,2,3,2,1,NM,{'bullet3.srcml.xml_identifiers'},134,351
MultiBodyTree,m reference,PRE N,m,NM,NM,N,N,0,2,0,1,PRE,{'QuantLib.srcml.xml_identifiers'},135,352
MultiBodyTree,m reference,PRE N,reference,N,N,N,N,1,2,2,1,N,{'QuantLib.srcml.xml_identifiers'},135,353
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,m,NM,NM,N,N,0,6,0,1,PRE,{'grpc.srcml.xml_identifiers'},136,354
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,remove,NM,N,V,V,1,6,1,1,NM,{'grpc.srcml.xml_identifiers'},136,355
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,User,NM,N,N,N,2,6,1,1,NM,{'grpc.srcml.xml_identifiers'},136,356
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,Data,NM,N,NPL,NPL,3,6,1,1,NM,{'grpc.srcml.xml_identifiers'},136,357
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,Response,NM,N,N,N,4,6,1,1,NM,{'grpc.srcml.xml_identifiers'},136,358
UserDataRequestArgs,m remove User Data Response Args,PRE NM NM NM NM NPL,Args,N,N,NPL,NPL,5,6,2,1,NPL,{'grpc.srcml.xml_identifiers'},136,359
Resources,m Resources,PRE NPL,m,NM,NM,N,N,0,2,0,1,PRE,{'irrlicht.srcml.xml_identifiers'},137,360
Resources,m Resources,PRE NPL,Resources,N,N,NPL,NPL,1,2,2,1,NPL,{'irrlicht.srcml.xml_identifiers'},137,361
streambuf,m sbuf,PRE N,m,NM,NM,N,N,0,2,0,1,PRE,{'Telegram.srcml.xml_identifiers'},138,362
streambuf,m sbuf,PRE N,sbuf,N,N,N,N,1,2,2,1,N,{'Telegram.srcml.xml_identifiers'},138,363
Pass,m Shadow Receiver Pass,PRE NM NM N,m,NM,NM,N,N,0,4,0,1,PRE,{'opencv.srcml.xml_identifiers'},139,364
Pass,m Shadow Receiver Pass,PRE NM NM N,Shadow,NM,N,N,N,1,4,1,1,NM,{'opencv.srcml.xml_identifiers'},139,365
Pass,m Shadow Receiver Pass,PRE NM NM N,Receiver,NM,N,N,N,2,4,1,1,NM,{'opencv.srcml.xml_identifiers'},139,366
Pass,m Shadow Receiver Pass,PRE NM NM N,Pass,N,N,N,N,3,4,2,1,N,{'opencv.srcml.xml_identifiers'},139,367
Quaternion,m Sky Box Orientation,PRE NM NM N,m,NM,NM,N,N,0,4,0,1,PRE,{'openFrameworks.srcml.xml_identifiers'},140,368
Quaternion,m Sky Box Orientation,PRE NM NM N,Sky,NM,N,N,N,1,4,1,1,NM,{'openFrameworks.srcml.xml_identifiers'},140,369
Quaternion,m Sky Box Orientation,PRE NM NM N,Box,NM,N,N,N,2,4,1,1,NM,{'openFrameworks.srcml.xml_identifiers'},140,370
Quaternion,m Sky Box Orientation,PRE NM NM N,Orientation,N,N,N,N,3,4,2,1,N,{'openFrameworks.srcml.xml_identifiers'},140,371
uint8,m Sky Plane Render Queue,PRE NM NM NM N,m,NM,NM,N,N,0,5,0,1,PRE,{'grpc.srcml.xml_identifiers'},141,372
uint8,m Sky Plane Render Queue,PRE NM NM NM N,Sky,NM,N,N,N,1,5,1,1,NM,{'grpc.srcml.xml_identifiers'},141,373
uint8,m Sky Plane Render Queue,PRE NM NM NM N,Plane,NM,NM,N,N,2,5,1,1,NM,{'grpc.srcml.xml_identifiers'},141,374
uint8,m Sky Plane Render Queue,PRE NM NM NM N,Render,NM,N,VBP,N,3,5,1,1,NM,{'grpc.srcml.xml_identifiers'},141,375
uint8,m Sky Plane Render Queue,PRE NM NM NM N,Queue,N,N,N,N,4,5,2,1,N,{'grpc.srcml.xml_identifiers'},141,376
QStringList,m text Types,PRE NM NPL,m,NM,NM,N,N,0,3,0,1,PRE,{'calligra.srcml.xml_identifiers'},142,377
QStringList,m text Types,PRE NM NPL,text,NM,N,N,N,1,3,1,1,NM,{'calligra.srcml.xml_identifiers'},142,378
QStringList,m text Types,PRE NM NPL,Types,N,N,NPL,NPL,2,3,2,1,NPL,{'calligra.srcml.xml_identifiers'},142,379
b3TransformChangeNotificationArgs,m transform Change Args,PRE NM NM NPL,m,NM,NM,N,N,0,4,0,1,PRE,{'okhttp.srcml.xml_identifiers'},143,380
b3TransformChangeNotificationArgs,m transform Change Args,PRE NM NM NPL,transform,NM,N,V,N,1,4,1,1,NM,{'okhttp.srcml.xml_identifiers'},143,381
b3TransformChangeNotificationArgs,m transform Change Args,PRE NM NM NPL,Change,NM,N,N,N,2,4,1,1,NM,{'okhttp.srcml.xml_identifiers'},143,382
b3TransformChangeNotificationArgs,m transform Change Args,PRE NM NM NPL,Args,N,N,NPL,NPL,3,4,2,1,NPL,{'okhttp.srcml.xml_identifiers'},143,383
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,m,NM,FAILURE,N,N,0,5,0,1,PRE,{'kdevelop.srcml.xml_identifiers'},144,384
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,VS,NM,FAILURE,CJ,P,1,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},144,385
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,Out,NM,FAILURE,P,VM,2,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},144,386
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,Light,NM,FAILURE,NM,NM,3,5,1,1,NM,{'kdevelop.srcml.xml_identifiers'},144,387
ParameterPtr,m VS Out Light Position,PRE NM NM NM N,Position,N,FAILURE,N,N,4,5,2,1,N,{'kdevelop.srcml.xml_identifiers'},144,388
Queue,m weaver,PRE N,m,NM,NM,N,N,0,2,0,1,PRE,{'opencv.srcml.xml_identifiers'},145,389
Queue,m weaver,PRE N,weaver,N,N,N,N,1,2,2,1,N,{'opencv.srcml.xml_identifiers'},145,390
int,m window Width,PRE NM N,m,NM,NM,N,N,0,3,0,1,PRE,{'antlr4.srcml.xml_identifiers'},146,391
int,m window Width,PRE NM N,window,NM,N,N,N,1,3,1,1,NM,{'antlr4.srcml.xml_identifiers'},146,392
int,m window Width,PRE NM N,Width,N,N,N,N,2,3,2,1,N,{'antlr4.srcml.xml_identifiers'},146,393
CodeCompletionWorker,m worker,PRE N,m,NM,NM,N,N,0,2,0,1,PRE,{'swift.srcml.xml_identifiers'},147,394
CodeCompletionWorker,m worker,PRE N,worker,N,N,N,N,1,2,2,1,N,{'swift.srcml.xml_identifiers'},147,395
ZoomController,m zoom Controller,PRE NM N,m,NM,NM,N,N,0,3,0,1,PRE,{'mockito.srcml.xml_identifiers'},148,396
